Base Word,Guideword,Level,Part of Speech,Topic
page,WEB SITE,A2,noun,technology
link,COMPUTER,B1,noun,technology
message board,,B1,noun,technology
password,,B1,noun,technology
laser,,B2,noun,technology
microphone,,B2,noun,technology
monitor,SCREEN,B2,noun,technology
network,COMPUTERS,B2,noun,technology
part,MACHINE,B2,noun,technology
machinery,,C1,noun,technology
memory,COMPUTING,A2,noun,technology
language,COMPUTERS,C1,noun,technology
map,,A2,noun,travel
motorcycle,,A2,noun,travel
parking lot,,A2,noun,travel
path,TRACK,A2,noun,travel
line,RAILROAD,B1,noun,travel
pass,DOCUMENT,B1,noun,travel
lane,PART,B2,noun,travel
lane,ROAD,B2,noun,travel
parachute,,B2,noun,travel
launch,LEAVE LAND,C2,noun,travel
path,DIRECTION,C2,noun,travel
luggage,,A2,noun,travel
launch,SEND,C2,verb,travel
land,ARRIVE,B1,verb,travel
model,PERSON,B1,noun,work
monitor,PERSON,B2,noun,work
overtime,,B2,noun,work
paperwork,,B2,noun,work
labor,WORK,C1,noun,work
labor,WORKERS,C1,noun,work
leave,,C2,noun,work
manage,CONTROL,B1,verb,work
manufacture,,B2,verb,work
overload,TOO MUCH,C2,verb,work
open,START OFFICIALLY,B2,verb,work
operate,ORGANIZATION,B2,verb,work
murder,,B1,noun,crime
mosque,,A2,noun,homes and buildings
misunderstanding,,B2,noun,
misfortune,,C1,noun,
misuse,,C1,noun,
misbehave,,C1,verb,
misunderstand,NOT UNDERSTAND,B2,verb,
misuse,,C1,verb,
misplace,,C2,verb,
original,,B2,noun,
participant,,C1,noun,
occurrence,EVENT,C1,noun,
occurrence,EXISTENCE,C1,noun,
negligence,,C2,noun,
partner,PERSON YOU DO SOMETHING WITH,A2,noun,
keeper,,B1,noun,
lawyer,,B1,noun,
lighter,,B1,noun,
officer,POLICE,B1,noun,
owner,,B1,noun,
maker,,B2,noun,
master,IN CHARGE,B2,noun,
minister,,B2,noun,
organizer,,B2,noun,
partner,BUSINESS,B2,noun,
listener,,C1,noun,
mechanic,,A2,noun,
opening,HOLE,C2,noun,
parking,PLACE FOR VEHICLE,B1,noun,
lighting,,B2,noun,
mining,,C1,noun,
networking,,C1,noun,
loathing,,C2,noun,
living,,B2,noun,
location,PLACE,B1,noun,
occasion,SPECIAL TIME,B1,noun,
mission,PURPOSE,B2,noun,
occasion,PARTICULAR TIME,B2,noun,
motivation,REASON,C1,noun,
negotiation,,C1,noun,
observation,REMARK,C1,noun,
operation,PLANNED ACTIVITY,C1,noun,
organization,PLANNING,B1,noun,
observation,WATCHING,B2,noun,
operation,WORK,C1,noun,
opposition,DISAGREEMENT,C1,noun,
organization,ARRANGEMENT,C1,noun,
orientation,POSITION,C1,noun,
occupation,CONTROL,C2,noun,
obligation,,B2,noun,
liberation,,C1,noun,
limitation,RULE,C1,noun,
migration,,C1,noun,
modification,,C1,noun,
nomination,,C1,noun,
medication,,C2,noun,
mechanism,PART OF EQUIPMENT,C1,noun,
mechanism,SYSTEM,C1,noun,
materialism,,C2,noun,
materialism,,C2,noun,
novelist,,B2,noun,
mentality,,C1,noun,
minority,PEOPLE,C1,noun,
necessity,SOMETHING NEEDED,C1,noun,
liability,RESPONSIBILITY,C1,noun,
necessity,NEED,C1,noun,
mediocrity,,C2,noun,
normality,,C2,noun,
nationality,,A1,noun,
opportunity,CHANCE,B1,noun,
liability,TROUBLE,C1,noun,
objective,,B2,noun,
minimize,,C1,verb,
maximize,,C2,verb,
movement,GROUP,C1,noun,
loneliness,,C1,noun,
operator,PERSON CONTROLLING MACHINE,B2,noun,
leadership,JOB,C1,noun,
ownership,,C1,noun,
membership,BEING A MEMBER,B1,noun,
membership,PEOPLE,C1,noun,
killing,,B1,noun,
kind,,A1,noun,
minute,60 SECONDS,A1,noun,
month,PART OF YEAR,A1,noun,
month,FOUR WEEKS,A1,noun,
movie theater,,A1,noun,
number,SYMBOL,A1,noun,
pair,TWO PEOPLE,A1,noun,
part,PIECE,A1,noun,
key,ANSWERS,A2,noun,
kite,,A2,noun,
last name,,A2,noun,
level,ABILITY,A2,noun,
line,LONG MARK,A2,noun,
mistake,WRONG ACTION,A2,noun,
model,COPY,A2,noun,
moment,SHORT TIME,A2,noun,
noun,,A2,noun,
nurse,,A2,noun,
office,PLACE,A2,noun,
omelet,,A2,noun,
order,REQUEST,A2,noun,
passport,,A2,noun,
key,METHOD,B1,noun,
kit,,B1,noun,
label,COMPANY,B1,noun,
lecture,,B1,noun,
line,PEOPLE WAITING,B1,noun,
lock,,B1,noun,
lottery,,B1,noun,
mall,,B1,noun,
method,,B1,noun,
modal (verb),,B1,noun,
moment,POINT IN TIME,B1,noun,
monster,CREATURE,B1,noun,
musician,,B1,noun,
neighborhood,,B1,noun,
nickname,,B1,noun,
nightclub,,B1,noun,
nightmare,BAD EXPERIENCE,B1,noun,
nightmare,BAD DREAM,B1,noun,
object,THING,B1,noun,
object,GRAMMAR,B1,noun,
offer,CHEAP,B1,noun,
olive,,B1,noun,
opinion,OF PERSON,B1,noun,
opposite,,B1,noun,
option,CHOICE,B1,noun,
key,KEYBOARD,B2,noun,
landlady,,B2,noun,
landlord,,B2,noun,
layer,,B2,noun,
leaflet,,B2,noun,
leak,HOLE,B2,noun,
lesson,EXPERIENCE,B2,noun,
lid,,B2,noun,
life,PERSON'S EXISTENCE,B2,noun,
lifestyle,,B2,noun,
line,TELEPHONE,B2,noun,
link,CONNECTION,B2,noun,
male,,B2,noun,
mark,DIFFERENT AREA,B2,noun,
match,STICK,B2,noun,
mayor,,B2,noun,
measure,METHOD,B2,noun,
medal,,B2,noun,
message,IDEA,B2,noun,
million,,B2,noun,
mine,UNDERGROUND,B2,noun,
miracle,,B2,noun,
motive,,B2,noun,
motor,,B2,noun,
nail,METAL,B2,noun,
napkin,,B2,noun,
needle,SEWING,B2,noun,
neighbor,BEING NEAR,B2,noun,
network,CONNECTED PARTS,B2,noun,
note,EXPLANATION,B2,noun,
nut,,B2,noun,
pack,,B2,noun,
package,BOX,B2,noun,
package,GROUP OF THINGS,B2,noun,
package,CONTAINER,B2,noun,
parade,,B2,noun,
passage,PART,B2,noun,
path,ACTIONS,B2,noun,
king,BEST PERSON,C1,noun,
knob,,C1,noun,
ladder,JOBS,C1,noun,
landmark,BUILDING,C1,noun,
lawn,,C1,noun,
layout,,C1,noun,
level,RANK,C1,noun,
line,PRODUCT,C1,noun,
luxury,EXPENSIVE THING,C1,noun,
mat,,C1,noun,
ministry,,C1,noun,
mode,,C1,noun,
move,PLACE CHANGE,C1,noun,
myth,FALSE IDEA,C1,noun,
nap,,C1,noun,
newsletter,,C1,noun,
nickname,,C1,noun,
norm,SOCIETY,C1,noun,
notion,,C1,noun,
obstacle,DIFFICULTY,C1,noun,
obstacle,THING,C1,noun,
outlet,CHEAP STORE,C1,noun,
outlet,ELECTRICAL CONNECTION,C1,noun,
overview,DESCRIPTION,C1,noun,
overview,KNOWLEDGE,C1,noun,
panel,PEOPLE,C1,noun,
knot,FASTENING,C2,noun,
landmark,EVENT,C2,noun,
law,STATEMENT,C2,noun,
leak,SECRET,C2,noun,
leap,CHANGE,C2,noun,
legacy,SITUATION,C2,noun,
life span,,C2,noun,
line,ROW,C2,noun,
line,BORDER,C2,noun,
line,EDGE,C2,noun,
line,APPROACH,C2,noun,
line,MILITARY,C2,noun,
lump,PIECE,C2,noun,
margin,DIFFERENCE,C2,noun,
margin,PROFIT,C2,noun,
market,BUSINESS,C2,noun,
memorial,,C2,noun,
millennium,,C2,noun,
missile,,C2,noun,
model,EXAMPLE,C2,noun,
murmur,,C2,noun,
novelty,NEW THING,C2,noun,
odor,,C2,noun,
ordeal,,C2,noun,
ornament,,C2,noun,
outbreak,,C2,noun,
outlet,STORE,C2,noun,
outlet,EXPRESS,C2,noun,
outrage,THING CAUSING SHOCK,C2,noun,
pact,,C2,noun,
panel,PIECE,C2,noun,
paradox,,C2,noun,
parallel,,C2,noun,
particle,,C2,noun,
pastime,,C2,noun,
patch,AREA,C2,noun,
patch,MATERIAL,C2,noun,
patch,LAND,C2,noun,
leather,,A2,noun,
luck,CHANCE,A2,noun,
magic,SPECIAL POWERS,A2,noun,
magic,ENTERTAINMENT,A2,noun,
mail,E-MAIL,A2,noun,
midnight,,A2,noun,
noon,,A2,noun,
north,DIRECTION,A2,noun,
law,SUBJECT,B1,noun,
light,BRIGHTNESS,B1,noun,
love,FRIENDS/FAMILY,B1,noun,
love,ROMANCE,B1,noun,
luxury,COMFORT,B1,noun,
ma'am,,B1,noun,
medicine,TREATMENT,B1,noun,
nightlife,,B1,noun,
northeast,,B1,noun,
northwest,,B1,noun,
notice,ATTENTION,B1,noun,
offense,SPORTS,B1,noun,
order,ARRANGEMENT,B1,noun,
laundry,,B2,noun,
litter,,B2,noun,
luck,SUCCESS,B2,noun,
magic,SPECIAL QUALITY,B2,noun,
man,PEOPLE,B2,noun,
mankind,,B2,noun,
opinion,OF GROUP,B2,noun,
order,NEAT,B2,noun,
pace,SPEED,B2,noun,
literacy,,C1,noun,
logic,,C1,noun,
neglect,,C1,noun,
nutrition,,C1,noun,
office,JOB,C1,noun,
ozone,,C1,noun,
paradise,,C1,noun,
likelihood,,C2,noun,
linen,CLOTH,C2,noun,
lumber,,C2,noun,
lure,,C2,noun,
matter,TYPE OF THING,C2,noun,
momentum,,C2,noun,
morale,,C2,noun,
nostalgia,,C2,noun,
novelty,QUALITY,C2,noun,
order,CORRECT BEHAVIOUR,C2,noun,
order,CORRECT BEHAVIOUR,C2,noun,
order,CORRECT BEHAVIOUR,C2,noun,
order,CORRECT BEHAVIOR,C2,noun,
output,,C2,noun,
life,TIME,A1,noun,
March,,A1,noun,
May,,A1,noun,
Monday,,A1,noun,
morning,PART OF DAY,A1,noun,
night,DARK PERIOD,A1,noun,
night,EVENING,A1,noun,
noise,,A1,noun,
November,,A1,noun,
October,,A1,noun,
paint,,A1,noun,
lamb,,B1,noun,
life,WAY OF LIVING,B1,noun,
liquid,,B1,noun,
material,CLOTH,B1,noun,
mystery,,B1,noun,
length,TIME,B2,noun,
liberty,FREEDOM,B2,noun,
loss,NOT HAVING,B2,noun,
loss,DEATH,B2,noun,
material,PHYSICAL SUBSTANCE,B2,noun,
mixture,SUBSTANCE,B2,noun,
origin,CAUSE,B2,noun,
origin,"COUNTRY/RACE, ETC.",C1,noun,
memory,MIND,C2,noun,
merger,,C2,noun,
mishap,,C2,noun,
monopoly,,C2,noun,
muddle,,C2,noun,
omission,,C2,noun,
overload,,C2,noun,
pajamas,,A2,noun,
means,METHOD,B2,noun,
outskirts,,B2,noun,
odds,PROBABILITY,C1,noun,
mix,,B1,noun,
the last minute,,B2,noun,
manner,WAY,B2,noun,
manner,BEHAVIOR,B2,noun,
mess,PROBLEMS,B2,noun,
mixture,STYLES/IDEAS,B2,noun,
need,NECESSARY THING,B2,noun,
note,FEELING,C1,noun,
outlook,FUTURE,C1,noun,
loss,DISADVANTAGE,C2,noun,
match,SUITABLE,C2,noun,
outlook,THINKING,C2,noun,
matter,,A2,verb,
lie,OBJECT,B1,verb,
lie,PLACE,B1,verb,
live,BE ALIVE,B1,verb,
operate,TREATMENT,B1,verb,
pass,TIME,B1,verb,
look,DIRECTION,B2,verb,
occur,,B2,verb,
mingle,TALK,C1,verb,
lecture,,C2,verb,
lie,RESPONSIBILITY/BLAME,C2,verb,
linger,,C2,verb,
live,STAY ALIVE,C2,verb,
loom,APPEAR,C2,verb,
loom,WORRY,C2,verb,
moan,SOUND,C2,verb,
mount,INCREASE,C2,verb,
pass,GO AWAY,C2,verb,
love,FRIENDS/FAMILY,A1,verb,
love,ROMANCE,A1,verb,
need,MUST HAVE,A1,verb,
know,BE ABLE,A2,verb,
miss,TOO LATE,A2,verb,
know,BE FAMILIAR WITH,B1,verb,
let,ALLOW,B1,verb,
lose,NOT HAVE,B1,verb,
lose,HAVE LESS,B1,verb,
make,CAUSE,B1,verb,
mean,INTEND,B1,verb,
mean,HAVE RESULT,B1,verb,
miss,NOT SEE/HEAR,B1,verb,
need,MUST BE DONE,B1,verb,
open,COMPUTERS,B1,verb,
own,,B1,verb,
lack,NOT HAVE,B2,verb,
launch,NEW PRODUCT,B2,verb,
leave,STAY IN SAME CONDITION,B2,verb,
light,MAKE BRIGHT,B2,verb,
link,,B2,verb,
lose,TIME/OPPORTUNITY,B2,verb,
lower,REDUCE,B2,verb,
maintain,CONTINUE TO HAVE,B2,verb,
make,EARN,B2,verb,
measure,FIND SIZE,B2,verb,
miss,FAIL TO DO,B2,verb,
move,TIME,B2,verb,
name,CHOOSE,B2,verb,
occupy,FILL,B2,verb,
overlook,VIEW,B2,verb,
label,INFORMATION,C1,verb,
make,SUITABLE,C1,verb,
manage,ORGANIZE,C1,verb,
match,BE AS GOOD AS,C1,verb,
meet,BE ENOUGH,C1,verb,
modify,,C1,verb,
motivate,CAUSE,C1,verb,
neglect,NOT GIVE ATTENTION,C1,verb,
nominate,,C1,verb,
number,GIVE A NUMBER,C1,verb,
offer,AGREE TO PAY,C1,verb,
outnumber,,C1,verb,
outrage,,C1,verb,
outweigh,,C1,verb,
overdo,,C1,verb,
overload,TOO FULL,C1,verb,
overtake,BIGGER,C1,verb,
overwhelm,,C1,verb,
know,GUESS CORRECTLY,C2,verb,
label,DESCRIBE,C2,verb,
land,ACHIEVE,C2,verb,
leak,TELL,C2,verb,
leave,DO LATER,C2,verb,
line,,C2,verb,
loathe,,C2,verb,
lure,,C2,verb,
mark,REPRESENT,C2,verb,
measure,JUDGE,C2,verb,
meet,ACHIEVE,C2,verb,
moderate,LESS EXTREME,C2,verb,
number,BE AN AMOUNT,C2,verb,
nurse,,C2,verb,
observe,OBEY,C2,verb,
offset,,C2,verb,
overhear,,C2,verb,
pass,BE MORE THAN,C2,verb,
patch,,C2,verb,
know,HAVE INFORMATION,A1,verb,
leave,GO AWAY,A1,verb,
meet,INTRODUCE,A1,verb,
paint,MAKE PICTURE,A1,verb,
know,BE CERTAIN,A2,verb,
open,"STORE, ETC.",A2,verb,
order,REQUEST,A2,verb,
pack,,A2,verb,
park,,A2,verb,
kid,,B1,verb,
knit,,B1,verb,
live,SPEND LIFE,B1,verb,
marry,,B1,verb,
match,BE THE SAME,B1,verb,
mix,COMBINE QUALITIES/ACTIVITIES,B1,verb,
leak,COME OUT,B2,verb,
lend,BANK,B2,verb,
load,PUT ON COMPUTER,B2,verb,
mark,PIECE OF WORK,B2,verb,
melt,,B2,verb,
nod,,B2,verb,
operate,MACHINE,B2,verb,
overtake,,B2,verb,
lengthen,,C1,verb,
lessen,,C1,verb,
negotiate,,C1,verb,
overestimate,,C1,verb,
lead,BE THE BEST,C2,verb,
lean,NOT VERTICAL,C2,verb,
loosen,,C2,verb,
mingle,MIX,C2,verb,
murmur,,C2,verb,
overflow,CONTENTS,C2,verb,
overlap,,C2,verb,
pass,SPORTS,C2,verb,
kill,,A2,verb,
murder,,B1,verb,
kill,END,C2,verb,
pathetic,BAD,C2,adjective,describing things
OK,"NOT SICK/UPSET, ETC.",A1,adjective,body and health
moreover,,B2,adverb,communication
OK,ALLOWED,A2,adjective,communication
OK,GOOD,A2,adjective,describing things
mad,ANGRY,A2,adjective,people: personality
laid-back,,C2,adjective,people: personality
part,LEAVE,C2,verb,relationships
notwithstanding,,C1,adverb,
paramount,,C2,adjective,
likewise,,C2,adverb,
OK,,A2,adverb,
misleading,,B2,adjective,communication
noticeable,,C1,adjective,describing things
musical,RELATED TO MUSIC,A2,adjective,arts and media
orchestral,,B2,adjective,arts and media
original,"PAINTING, ETC.",B2,adjective,arts and media
medical,,B2,adjective,body and health
oral,,B2,adjective,communication
minimal,,C1,adjective,describing things
mental,,B2,adjective,people: personality
liberal,SOCIETY,C1,adjective,people: personality
natural,FROM BIRTH,C1,adjective,people: personality
national,,A2,adjective,politics
official,APPROVED,B2,adjective,politics
liberal,POLITICS,C1,adjective,politics
observant,,C2,adjective,people: personality
limited,SMALL,B1,adjective,describing things
old-fashioned,,B1,adjective,describing things
middle-aged,,B1,adjective,people: appearance
motivated,,B2,adjective,people: personality
organized,GOOD AT PLANNING,B2,adjective,people: personality
narrow-minded,,C1,adjective,people: personality
open-minded,,C1,adjective,people: personality
married,WITH WIFE/HUSBAND,A2,adjective,relationships
overworked,,C1,adjective,work
lenient,,C2,adjective,crime
painful,PHYSICAL,B1,adjective,body and health
painful,EMOTIONAL,B2,adjective,people: personality
negligible,,C2,adjective,describing things
organic,,B2,adjective,natural world
optimistic,,B2,adjective,people: personality
magnetic,PERSONALITY,C1,adjective,people: personality
outstanding,,B2,adjective,describing things
off-putting,,C2,adjective,describing things
moving,,B2,adjective,people: personality
outgoing,FRIENDLY,C1,adjective,people: personality
overwhelming,,C1,adjective,people: personality
opportunity,CHANCE OF JOB,B2,noun,work
negative,NO,B2,adjective,communication
massive,,B2,adjective,describing things
negative,BAD,B2,adjective,describing things
lucrative,,C2,adjective,money
negative,NO ENTHUSIASM,B1,adjective,people: personality
objective,,B2,adjective,people: personality
offensive,,B2,adjective,people: personality
obsessive,,C2,adjective,people: personality
merciless,,C2,adjective,people: personality
musically,,C2,adverb,arts and media
naturally,LIFE,C1,adverb,body and health
medically,,C2,adverb,body and health
mainly,,B1,adverb,communication
particularly,,B1,adverb,communication
partly,,B1,adverb,communication
largely,,B2,adverb,communication
necessarily,,B2,adverb,communication
legally,,B2,adverb,crime
lovely,ENJOYABLE,B2,adjective,describing things
lovely,BEAUTIFUL,B2,adjective,describing things
merely,NOTHING MORE,B2,adverb,describing things
negatively,,B2,adverb,describing things
nicely,WELL,B2,adverb,describing things
merely,ONLY,C2,adverb,describing things
moderately,,C2,adverb,describing things
lively,,B1,adjective,people: personality
lonely,PERSON,B1,adjective,people: personality
kindly,,B1,adverb,people: personality
nervously,,B2,adverb,people: personality
nicely,PLEASANTLY,B2,adverb,people: personality
passionately,,B2,adverb,people: personality
patiently,,B2,adverb,people: personality
openly,,C1,adverb,people: personality
naturally,FROM BIRTH,C2,adverb,people: personality
measurement,SIZE,B2,noun,describing things
measurement,PROCESS,C2,noun,describing things
luxurious,,C1,adjective,describing things
monotonous,,C1,adjective,describing things
numerous,,C1,adjective,describing things
nervous,,B1,adjective,people: personality
outrageous,,B2,adjective,people: personality
malicious,,C2,adjective,people: personality
misty,,B2,adjective,natural world
lazy,PERSON,A2,adjective,people: personality
nosy,,C2,adjective,people: personality
lead,,B1,adjective,arts and media
live,AS IT HAPPENS,B1,adjective,arts and media
literary,,B2,adjective,arts and media
on,PERFORMING,C2,adverb,arts and media
orchestra,,B1,noun,arts and media
lead,FILM/PLAY,C2,noun,arts and media
mad,ILL,B1,adjective,body and health
nearsighted,,B2,adjective,body and health
non-smoking,,B2,adjective,body and health
on,WEAR,A2,adverb,clothes
long,MANY WORDS,A2,adjective,communication
little,EMPHASIZE,B2,adjective,communication
no,NEGATIVE ANSWER,A1,adverb,communication
maybe,SUGGEST,A2,adverb,communication
no,AGREE,A2,adverb,communication
nevertheless,,B2,adverb,communication
overall,,B2,adverb,communication
madam,WOMAN,B1,noun,communication
nonsense,SILLY,B2,noun,communication
parenthesis,,B2,noun,communication
material,INFORMATION,C1,noun,communication
offer,ASK,B1,verb,communication
legal,TO DO WITH LAW,B2,adjective,crime
legal,ALLOWED,B2,adjective,crime
legitimate,LEGAL,C2,adjective,crime
light,PALE,A1,adjective,describing things
little,SMALL,A1,adjective,describing things
long,DISTANCE,A1,adjective,describing things
new,RECENTLY CREATED,A1,adjective,describing things
nice,PLEASANT,A1,adjective,describing things
orange,,A1,adjective,describing things
large,,A2,adjective,describing things
left,,A2,adjective,describing things
left-hand,,A2,adjective,describing things
light,NOT HEAVY,A2,adjective,describing things
loud,,A2,adjective,describing things
low,AMOUNT/LEVEL,A2,adjective,describing things
old,FROM THE PAST,A2,adjective,describing things
last,REMAINING,B1,adjective,describing things
light,NOT MUCH,B1,adjective,describing things
low,NOT HIGH,B1,adjective,describing things
magnificent,,B1,adjective,describing things
main,MOST IMPORTANT,B1,adjective,describing things
marvelous,,B1,adjective,describing things
maximum,,B1,adjective,describing things
medium,,B1,adjective,describing things
minimum,,B1,adjective,describing things
narrow,NOT WIDE,B1,adjective,describing things
nasty,BAD,B1,adjective,describing things
navy blue,,B1,adjective,describing things
near,DISTANCE,B1,adjective,describing things
nearby,,B1,adjective,describing things
opposite,FACING,B1,adjective,describing things
outdoor,,B1,adjective,describing things
key,IMPORTANT,B2,adjective,describing things
level,,B2,adjective,describing things
low,BAD QUALITY,B2,adjective,describing things
medieval,,B2,adjective,describing things
mere,,B2,adjective,describing things
middle,CENTRAL,B2,adjective,describing things
modest,NOT LARGE,B2,adjective,describing things
neat,VERY GOOD,B2,adjective,describing things
outer,,B2,adjective,describing things
outside,NOT IN BUILDING,B2,adjective,describing things
oval,,B2,adjective,describing things
middle,NOT HIGH OR LOW,C1,adjective,describing things
mild,SLIGHT,C1,adjective,describing things
moderate,,C1,adjective,describing things
mundane,,C1,adjective,describing things
marginal,,C2,adjective,describing things
mediocre,,C2,adjective,describing things
minute,SMALL,C2,adjective,describing things
outside,NOT IN BUILDING,A1,adverb,describing things
left,,A2,adverb,describing things
less,,A2,adverb,describing things
most,MORE,A2,adverb,describing things
outside,NEAR,A2,adverb,describing things
over,MORE THAN,A2,adverb,describing things
least,LESS,B1,adverb,describing things
low,,B1,adverb,describing things
more,GREATER NUMBER OF TIMES,B1,adverb,describing things
much,OFTEN/ A LOT,B1,adverb,describing things
much,WITH ADJECTIVES,B1,adverb,describing things
near,DISTANCE,B1,adverb,describing things
nearby,,B1,adverb,describing things
opposite,,B1,adverb,describing things
little,NOT ENOUGH,C1,adverb,describing things
minimum,,B1,noun,describing things
major,,B2,noun,education
mild,FOOD,B2,adjective,food and drink
off,FOOD,B2,adjective,food and drink
overdrawn,,C1,adjective,money
monetary,,C2,adjective,money
owe,HAVE DEBT,B1,verb,money
lose,MONEY,C1,verb,money
mild,WEATHER,B1,adjective,natural world
manual,WITH HANDS,B2,adjective,people: actions
look,SEARCH,B1,noun,people: actions
match,CHOOSE,B1,verb,people: actions
