index,level,syllable,headword
0.64,四级,děi,得
0.64,四级,wěn,稳
0.64,一级,gěi,给
0.64,一级,hěn,很
0.64,五级,rěn,忍
0.64,四级,lěi,累
0.64,一级,běn,本
0.64,三级,wěi,伟
0.64,高等,něi,馁
0.64,一级,běi,北
0.63,五级,kěn,肯
0.63,一级,zěn,怎
0.63,六级,fěn,粉
0.62,一级,děng,等
0.62,一级,lěng,冷
0.62,六级,měng,猛
0.62,高等,gěng,耿
0.62,高等,fěng,讽
0.62,高等,pěng,捧
0.61,五级,zhěn,诊
0.6,高等,chěng,逞
0.6,六级,shěn,审
0.6,三级,zhěng,整
0.58,二级,shěng,省
0.55,高等,zhuài,拽
0.54,六级,zhuàn,赚
0.42,三级,zhuàng,状
0.39,六级,yǔn,允
0.39,五级,sǔn,损
0.39,高等,kǔn,捆
0.39,高等,dǔn,盹
0.39,五级,gǔn,滚
0.38,一级,yǒu,有
0.38,二级,gǒu,狗
0.38,高等,hǒu,吼
0.38,高等,dǒu,抖
0.38,三级,mǒu,某
0.38,高等,chǔn,蠢
0.38,高等,lǒu,搂
0.37,三级,fǒu,否
0.37,高等,sǒng,耸
0.37,三级,kǒng,恐
0.37,二级,yǒng,永
0.37,四级,tǒng,统
0.37,高等,lǒng,拢
0.37,一级,zǒu,走
0.37,二级,dǒng,懂
0.37,一级,kǒu,口
0.37,一级,zhǔn,准
0.37,四级,shuài,帅
0.37,高等,rǒng,冗
0.37,六级,gǒng,巩
0.37,高等,hǒng,哄
0.37,高等,shuàn,涮
0.37,三级,zǒng,总
0.37,五级,chǒu,丑
0.36,一级,shǒu,手
0.36,三级,zhǒng,种
0.36,六级,chǒng,宠
0.33,高等,jiǒng,窘
0.3,三级,zhuān,专
0.23,二级,zhuāng,装
0.19,五级,shuāi,摔
0.19,高等,shuān,拴
0.17,三级,zhuǎn,转
0.13,三级,shuāng,双
0.09,高等,shuǎi,甩
0.04,六级,shuǎng,爽
0.0,二级,lǚ,旅
0.0,一级,nǚ,女
